source,target,weight,timeset
530,729,1,2011-07-18T00:37:04Z
1268,468,7,2011-07-18T00:37:17Z
1302,1238,1,2011-07-18T03:31:24Z
113,1340,10,2011-07-18T03:35:40Z
1340,1139,-10,2011-07-18T03:38:50Z
1268,7,4,2011-07-18T03:39:11Z
1340,1144,-10,2011-07-18T03:40:28Z
1340,1142,-10,2011-07-18T03:40:44Z
1340,1141,-10,2011-07-18T03:41:15Z
1340,1140,-10,2011-07-18T03:41:56Z
1340,1143,-10,2011-07-18T03:42:07Z
1340,832,-10,2011-07-18T04:11:03Z
7,964,3,2011-07-18T04:35:40Z
733,1057,2,2011-07-18T05:41:05Z
35,1337,1,2011-07-18T11:20:44Z
1183,270,5,2011-07-18T15:02:40Z
1090,1341,1,2011-07-18T18:32:13Z
1162,1307,1,2011-07-18T20:11:58Z
1307,1162,2,2011-07-18T20:41:35Z
280,1053,2,2011-07-18T21:11:40Z
1053,280,2,2011-07-18T21:13:06Z
1341,1090,1,2011-07-18T21:15:11Z
1162,729,1,2011-07-18T23:06:29Z
729,1162,1,2011-07-18T23:06:53Z
621,1053,1,2011-07-19T01:13:06Z
1053,621,1,2011-07-19T01:14:18Z
664,1262,2,2011-07-19T02:55:02Z
882,1053,3,2011-07-19T04:56:15Z
1053,882,3,2011-07-19T04:57:30Z
882,1342,1,2011-07-19T06:13:00Z
1342,882,1,2011-07-19T06:15:20Z
1342,1317,1,2011-07-19T06:15:42Z
1337,35,1,2011-07-19T07:29:26Z
309,270,2,2011-07-19T10:10:36Z
35,1328,1,2011-07-19T12:32:11Z
164,1343,1,2011-07-19T17:17:48Z
309,666,1,2011-07-20T01:26:46Z
666,309,1,2011-07-20T01:28:15Z
1162,666,1,2011-07-20T02:09:30Z
666,1162,1,2011-07-20T02:11:45Z
2,832,-10,2011-07-20T03:30:03Z
1343,164,1,2011-07-20T06:34:10Z
1217,1344,1,2011-07-20T07:19:04Z
1302,1345,1,2011-07-20T10:39:22Z
1345,1302,1,2011-07-20T10:40:15Z
1094,1268,9,2011-07-20T12:55:18Z
1325,1345,1,2011-07-20T13:47:15Z
1345,1325,1,2011-07-20T13:49:16Z
1325,1268,1,2011-07-20T14:02:43Z
1252,1302,1,2011-07-20T15:09:36Z
1162,1130,1,2011-07-20T17:30:13Z
1130,1162,1,2011-07-20T17:35:03Z
1325,1162,1,2011-07-20T17:44:45Z
1344,1217,1,2011-07-20T20:05:05Z
1344,775,1,2011-07-20T20:10:49Z
1268,35,1,2011-07-20T21:22:39Z
35,1268,1,2011-07-20T21:25:18Z
1,522,2,2011-07-20T22:13:10Z
522,1,2,2011-07-20T22:16:42Z
1162,1346,1,2011-07-20T22:27:11Z
1325,780,1,2011-07-20T22:40:27Z
937,452,1,2011-07-21T01:24:18Z
452,937,1,2011-07-21T01:25:03Z
923,1162,1,2011-07-21T02:52:54Z
1094,280,3,2011-07-21T03:38:58Z
7,1268,-1,2011-07-21T04:16:10Z
937,688,5,2011-07-21T04:17:03Z
688,937,5,2011-07-21T04:17:45Z
1094,1299,1,2011-07-21T04:32:07Z
1299,1094,1,2011-07-21T04:33:30Z
1302,1252,2,2011-07-21T05:15:14Z
468,1302,3,2011-07-21T06:25:35Z
1302,468,3,2011-07-21T06:32:59Z
923,937,1,2011-07-21T09:05:26Z
937,923,1,2011-07-21T09:05:41Z
468,1332,1,2011-07-21T11:16:39Z
1332,468,1,2011-07-21T11:24:30Z
1094,80,1,2011-07-21T13:02:00Z
664,1347,1,2011-07-21T17:35:46Z
522,1162,2,2011-07-21T17:38:47Z
1162,1348,1,2011-07-21T17:54:29Z
1348,1162,1,2011-07-21T17:56:59Z
1347,664,1,2011-07-21T18:39:01Z
1090,1349,1,2011-07-21T18:54:43Z
1349,1090,1,2011-07-21T19:25:34Z
1346,1162,1,2011-07-21T21:01:15Z
1312,1350,1,2011-07-21T21:52:33Z
1350,1312,1,2011-07-21T22:00:41Z
1,882,1,2011-07-21T22:18:22Z
309,1162,1,2011-07-21T22:26:34Z
468,1351,1,2011-07-21T22:39:48Z
1351,468,1,2011-07-21T22:43:44Z
353,664,1,2011-07-22T04:24:41Z
664,353,1,2011-07-22T04:25:32Z
384,1317,1,2011-07-22T04:28:47Z
6,35,4,2011-07-22T05:22:47Z
6,664,1,2011-07-22T05:22:54Z
664,6,2,2011-07-22T05:27:26Z
7,152,2,2011-07-22T05:30:58Z
35,664,1,2011-07-22T13:53:13Z
664,35,2,2011-07-22T14:05:38Z
1312,1352,1,2011-07-22T15:04:26Z
1352,1312,1,2011-07-22T15:11:26Z
1348,1353,1,2011-07-22T16:14:01Z
1353,1348,1,2011-07-22T17:23:02Z
757,522,2,2011-07-22T18:32:21Z
1349,1354,1,2011-07-22T18:52:53Z
1349,1355,1,2011-07-22T19:37:08Z
1354,1349,1,2011-07-22T19:47:15Z
775,1344,1,2011-07-22T20:10:25Z
1355,1349,1,2011-07-22T20:14:17Z
1312,1356,1,2011-07-22T22:06:06Z
1162,25,2,2011-07-22T22:07:54Z
387,1346,1,2011-07-22T22:23:00Z
1356,1312,1,2011-07-22T22:30:13Z
1346,387,1,2011-07-22T23:21:07Z
687,1128,2,2011-07-23T00:24:19Z
1128,687,2,2011-07-23T00:36:19Z
546,1352,1,2011-07-23T01:21:39Z
1352,546,1,2011-07-23T01:24:41Z
937,6,2,2011-07-23T04:56:00Z
6,937,1,2011-07-23T04:56:12Z
283,7,10,2011-07-23T05:00:20Z
937,1199,1,2011-07-23T08:52:10Z
1199,937,1,2011-07-23T08:52:28Z
546,1342,1,2011-07-23T15:45:36Z
608,1352,1,2011-07-23T19:36:54Z
1352,608,1,2011-07-23T19:40:55Z
1176,1320,1,2011-07-24T16:34:23Z
1320,1176,1,2011-07-24T16:36:16Z
1312,1357,1,2011-07-24T16:49:08Z
1357,1312,1,2011-07-24T16:50:09Z
861,1,1,2011-07-24T20:10:10Z
1,861,1,2011-07-24T20:10:16Z
1358,518,10,2011-07-25T00:44:18Z
518,1358,10,2011-07-25T00:45:12Z
1359,1358,2,2011-07-25T02:56:46Z
1353,1360,1,2011-07-25T04:49:05Z
1360,1353,1,2011-07-25T04:50:44Z
1201,1268,6,2011-07-25T06:09:12Z
1268,1201,2,2011-07-25T06:12:23Z
35,1361,1,2011-07-25T06:20:50Z
1312,1362,1,2011-07-25T12:27:58Z
1362,1312,1,2011-07-25T12:28:42Z
1362,35,1,2011-07-25T12:29:23Z
708,1363,8,2011-07-25T17:49:45Z
664,1352,3,2011-07-25T19:20:31Z
1176,1327,-10,2011-07-25T19:23:31Z
1268,786,1,2011-07-25T20:14:40Z
361,522,3,2011-07-25T20:37:31Z
363,1364,1,2011-07-25T20:51:10Z
1364,363,1,2011-07-25T20:52:57Z
786,1268,1,2011-07-25T20:57:42Z
1362,1332,1,2011-07-25T21:34:18Z
522,361,3,2011-07-25T21:38:40Z
1312,1365,1,2011-07-25T22:32:37Z
1365,1312,1,2011-07-25T22:33:18Z
468,1366,5,2011-07-26T00:38:07Z
1366,468,5,2011-07-26T00:38:23Z
1366,1367,5,2011-07-26T00:44:33Z
625,1368,3,2011-07-26T02:57:31Z
923,1057,1,2011-07-26T03:31:07Z
1057,923,1,2011-07-26T03:32:03Z
1,1369,1,2011-07-26T04:17:32Z
1369,1,3,2011-07-26T04:27:23Z
41,7,9,2011-07-26T04:28:29Z
1352,1370,1,2011-07-26T05:00:04Z
1370,1352,1,2011-07-26T05:08:13Z
1352,635,2,2011-07-26T05:08:44Z
635,1352,1,2011-07-26T05:10:22Z
664,1028,2,2011-07-26T08:21:54Z
1162,923,2,2011-07-26T16:15:50Z
1358,1359,2,2011-07-26T20:52:56Z
80,1094,2,2011-07-26T22:42:16Z
80,165,6,2011-07-26T22:43:43Z
1312,1371,1,2011-07-27T02:12:17Z
1371,1312,1,2011-07-27T02:26:25Z
1198,462,1,2011-07-27T02:52:25Z
462,1198,1,2011-07-27T02:56:34Z
1371,419,3,2011-07-27T03:31:12Z
1267,1328,10,2011-07-27T11:30:25Z
1328,1267,10,2011-07-27T12:13:46Z
635,729,1,2011-07-28T03:04:11Z
729,635,1,2011-07-28T03:05:12Z
635,1372,1,2011-07-28T03:50:44Z
1372,635,1,2011-07-28T03:58:48Z
1094,1348,1,2011-07-28T04:21:15Z
1348,1094,1,2011-07-28T04:22:13Z
1162,1373,1,2011-07-28T10:12:09Z
1373,1162,2,2011-07-28T11:39:05Z
35,1362,1,2011-07-28T21:21:16Z
1053,781,1,2011-07-28T22:56:24Z
781,1053,1,2011-07-28T22:57:00Z
1053,664,3,2011-07-28T23:06:24Z
664,1053,2,2011-07-29T03:30:34Z
6,384,6,2011-07-29T04:57:39Z
948,1374,2,2011-07-29T09:33:50Z
1374,948,2,2011-07-29T19:09:07Z
729,363,5,2011-07-29T23:41:37Z
363,729,5,2011-07-29T23:42:15Z
7,283,3,2011-07-30T07:45:17Z
1317,384,1,2011-07-30T08:18:27Z
725,1358,1,2011-07-30T21:18:27Z
1358,725,1,2011-07-30T21:18:43Z
452,664,1,2011-07-31T01:42:20Z
664,452,2,2011-07-31T01:43:06Z
7,1053,5,2011-07-31T02:15:49Z
939,1377,1,2011-07-31T05:36:43Z
1377,939,1,2011-07-31T05:45:59Z
1377,1378,1,2011-07-31T05:56:03Z
1377,1328,1,2011-07-31T05:57:05Z
1378,1377,5,2011-07-31T06:02:53Z
1162,1252,1,2011-07-31T18:14:14Z
1252,1162,1,2011-07-31T18:15:01Z
1162,1377,1,2011-07-31T18:25:51Z
1377,1162,1,2011-07-31T19:17:51Z
1162,1379,1,2011-07-31T20:19:00Z
1379,1162,1,2011-07-31T20:55:21Z
1370,1379,1,2011-07-31T21:17:39Z
1379,1370,1,2011-07-31T21:48:47Z
1363,708,8,2011-08-01T00:13:57Z
353,1162,2,2011-08-01T02:15:34Z
1345,1380,1,2011-08-01T05:35:32Z
1380,1345,1,2011-08-01T05:37:55Z
1379,1377,1,2011-08-01T06:08:59Z
1377,1379,1,2011-08-01T06:09:31Z
937,550,1,2011-08-01T06:16:13Z
550,937,1,2011-08-01T06:24:45Z
1242,1162,2,2011-08-01T17:04:59Z
1162,1242,1,2011-08-01T17:05:27Z
1379,780,1,2011-08-01T17:06:18Z
1368,1381,3,2011-08-01T19:47:32Z
1381,1368,10,2011-08-01T19:48:48Z
35,1382,1,2011-08-01T20:17:30Z
780,1383,3,2011-08-01T21:19:30Z
1317,522,2,2011-08-01T21:20:54Z
522,1317,1,2011-08-01T21:23:22Z
780,1325,1,2011-08-01T21:25:19Z
780,1379,1,2011-08-01T21:29:07Z
202,235,6,2011-08-02T00:14:00Z
1162,794,1,2011-08-02T01:21:52Z
794,1162,1,2011-08-02T01:22:47Z
353,484,1,2011-08-02T01:57:18Z
484,353,1,2011-08-02T01:57:45Z
1,1010,2,2011-08-02T02:29:48Z
921,1310,2,2011-08-02T09:52:25Z
1310,921,2,2011-08-02T09:52:59Z
1185,827,3,2011-08-02T13:10:13Z
628,1377,3,2011-08-02T13:35:36Z
921,1267,1,2011-08-02T13:53:40Z
1267,921,10,2011-08-02T13:56:41Z
628,937,1,2011-08-02T14:36:35Z
937,628,2,2011-08-02T14:36:50Z
1201,1384,2,2011-08-02T18:55:32Z
921,1384,2,2011-08-02T19:39:51Z
1384,921,2,2011-08-02T19:41:57Z
628,1252,1,2011-08-02T19:54:56Z
1252,628,1,2011-08-02T19:56:02Z
1384,1385,1,2011-08-02T21:55:44Z
1385,1384,1,2011-08-02T22:09:16Z
1377,1128,1,2011-08-03T02:49:04Z
1128,1377,1,2011-08-03T02:52:37Z
1377,628,1,2011-08-03T03:08:43Z
882,13,1,2011-08-03T04:44:03Z
13,882,1,2011-08-03T04:46:29Z
1377,1387,-10,2011-08-03T05:20:57Z
786,25,10,2011-08-03T05:26:55Z
1383,1370,1,2011-08-03T14:43:50Z
1370,1383,1,2011-08-03T14:44:22Z
1368,1359,3,2011-08-03T14:56:53Z
1359,1368,1,2011-08-03T14:57:24Z
6,521,1,2011-08-03T17:23:43Z
521,6,2,2011-08-03T17:25:23Z
1317,521,1,2011-08-03T17:39:33Z
521,1317,2,2011-08-03T17:41:00Z
1377,1388,1,2011-08-03T18:15:40Z
1388,1377,1,2011-08-03T18:30:51Z
1352,1,10,2011-08-03T19:08:50Z
1384,1201,10,2011-08-03T21:00:45Z
1363,80,1,2011-08-03T22:56:35Z
1201,1018,2,2011-08-03T23:08:45Z
1018,1201,2,2011-08-03T23:09:46Z
882,592,1,2011-08-04T14:04:21Z
592,882,1,2011-08-04T14:04:37Z
1377,1390,1,2011-08-04T16:04:46Z
1390,1377,1,2011-08-04T16:09:23Z
1368,673,2,2011-08-04T19:45:33Z
1383,1391,1,2011-08-04T22:42:41Z
1391,1383,1,2011-08-04T23:32:19Z
353,135,2,2011-08-04T23:42:59Z
135,353,1,2011-08-04T23:43:09Z
635,1384,1,2011-08-05T02:06:31Z
1383,1011,1,2011-08-05T02:25:51Z
1011,1383,1,2011-08-05T02:27:45Z
635,1318,1,2011-08-05T07:06:57Z
1318,635,1,2011-08-05T07:07:32Z
1328,1377,1,2011-08-05T08:27:49Z
1328,35,1,2011-08-05T10:50:57Z
1252,1393,-5,2011-08-05T14:55:09Z
35,1393,-1,2011-08-05T14:58:46Z
1267,1393,-10,2011-08-05T15:16:25Z
1,309,2,2011-08-05T15:23:33Z
1385,882,10,2011-08-05T16:26:29Z
882,1385,1,2011-08-05T16:26:30Z
1392,882,2,2011-08-05T17:23:40Z
468,522,3,2011-08-06T00:09:20Z
664,1394,1,2011-08-06T00:52:26Z
1046,1395,2,2011-08-06T01:35:11Z
1207,1391,1,2011-08-06T02:13:41Z
882,1392,2,2011-08-06T03:36:14Z
1267,546,10,2011-08-06T03:39:52Z
546,1267,2,2011-08-06T03:41:46Z
1391,1207,1,2011-08-06T19:27:14Z
1267,1397,1,2011-08-06T20:16:14Z
1397,1267,1,2011-08-06T20:17:48Z
921,80,3,2011-08-06T22:39:59Z
80,921,3,2011-08-06T22:40:24Z
729,353,1,2011-08-07T03:46:33Z
353,729,1,2011-08-07T03:46:49Z
725,468,1,2011-08-07T06:24:19Z
468,725,1,2011-08-07T06:26:55Z
664,1201,2,2011-08-07T13:36:34Z
1201,664,2,2011-08-07T15:39:29Z
270,1368,1,2011-08-07T18:09:03Z
655,669,4,2011-08-07T19:13:40Z
1134,272,1,2011-08-07T19:36:20Z
272,1134,1,2011-08-07T19:38:59Z
1174,1368,1,2011-08-07T19:55:57Z
1368,1174,3,2011-08-07T19:57:01Z
921,1399,1,2011-08-07T21:59:08Z
1399,921,1,2011-08-07T22:08:56Z
1053,546,1,2011-08-07T23:05:19Z
546,1053,2,2011-08-07T23:07:35Z
522,1396,2,2011-08-08T02:48:48Z
1396,522,2,2011-08-08T02:49:22Z
1389,1,1,2011-08-08T05:04:05Z
1383,1400,1,2011-08-08T07:17:35Z
1400,1383,1,2011-08-08T07:18:14Z
468,1401,1,2011-08-08T07:57:50Z
1401,468,1,2011-08-08T08:35:42Z
468,1402,1,2011-08-08T08:56:05Z
1402,468,1,2011-08-08T09:03:07Z
350,921,1,2011-08-08T10:43:05Z
921,350,1,2011-08-08T10:44:29Z
540,1403,2,2011-08-08T15:54:31Z
1348,1375,2,2011-08-08T16:50:20Z
1375,1348,2,2011-08-08T16:56:06Z
1317,1252,1,2011-08-08T17:19:04Z
1252,1317,1,2011-08-08T17:19:41Z
1162,1404,1,2011-08-08T18:20:09Z
1404,1162,1,2011-08-08T18:20:41Z
35,1405,1,2011-08-08T18:30:00Z
35,1406,1,2011-08-08T18:30:34Z
921,1252,3,2011-08-08T19:51:15Z
1252,921,3,2011-08-08T19:54:07Z
1382,35,1,2011-08-08T20:29:55Z
522,468,2,2011-08-08T23:39:28Z
1317,1028,1,2011-08-08T23:50:10Z
1028,1317,1,2011-08-08T23:50:20Z
1406,35,1,2011-08-09T01:35:30Z
1267,149,1,2011-08-09T06:05:46Z
1405,35,1,2011-08-09T08:27:37Z
775,1407,2,2011-08-09T09:05:06Z
1407,775,1,2011-08-09T09:21:00Z
1207,882,10,2011-08-09T12:10:13Z
1368,1408,3,2011-08-09T13:58:16Z
1408,1368,3,2011-08-09T14:15:02Z
186,35,2,2011-08-09T17:12:34Z
35,186,2,2011-08-09T17:25:15Z
346,1409,1,2011-08-09T18:03:21Z
1409,346,1,2011-08-09T18:07:36Z
1368,634,3,2011-08-09T18:37:02Z
634,1368,1,2011-08-09T18:38:10Z
775,1410,1,2011-08-09T20:25:07Z
1410,1062,2,2011-08-09T21:26:05Z
80,1411,2,2011-08-09T21:26:36Z
1411,80,2,2011-08-09T22:00:18Z
882,204,1,2011-08-09T23:18:35Z
882,1207,10,2011-08-09T23:18:50Z
1402,1366,1,2011-08-09T23:42:42Z
1366,1402,1,2011-08-09T23:45:45Z
1396,60,8,2011-08-10T00:35:03Z
1162,309,1,2011-08-10T00:42:00Z
1162,1,5,2011-08-10T00:43:56Z
1162,522,2,2011-08-10T00:51:59Z
204,882,1,2011-08-10T02:22:59Z
1094,1412,1,2011-08-10T04:26:59Z
1412,1094,1,2011-08-10T04:29:00Z
1267,1366,1,2011-08-10T04:40:33Z
1366,1267,1,2011-08-10T04:42:31Z
7,1413,1,2011-08-10T05:18:16Z
1413,7,2,2011-08-10T05:19:48Z
35,1414,1,2011-08-10T09:18:07Z
35,528,2,2011-08-10T09:19:35Z
1383,1402,1,2011-08-10T14:15:06Z
1402,1383,1,2011-08-10T14:18:14Z
937,1402,1,2011-08-10T14:56:08Z
1402,937,1,2011-08-10T14:56:33Z
882,468,5,2011-08-10T18:23:53Z
468,882,5,2011-08-10T18:24:28Z
905,1332,1,2011-08-10T18:42:22Z
1332,905,1,2011-08-10T18:44:47Z
905,1192,1,2011-08-10T19:13:59Z
1192,905,1,2011-08-10T19:15:56Z
1368,1275,3,2011-08-10T19:44:19Z
1275,1368,1,2011-08-10T19:47:43Z
882,1162,2,2011-08-10T20:45:38Z
41,1415,1,2011-08-10T23:49:03Z
1415,41,1,2011-08-10T23:50:25Z
1376,80,1,2011-08-11T01:55:23Z
468,1416,1,2011-08-11T06:55:47Z
1416,468,1,2011-08-11T06:57:15Z
346,1417,1,2011-08-11T10:21:06Z
1417,346,1,2011-08-11T10:44:35Z
209,1267,2,2011-08-11T18:23:41Z
1267,209,2,2011-08-11T18:28:34Z
209,1377,1,2011-08-11T18:41:44Z
1377,209,1,2011-08-11T18:42:31Z
80,1376,3,2011-08-11T18:56:57Z
1411,1377,2,2011-08-11T22:10:06Z
1377,1411,1,2011-08-11T22:14:56Z
1094,1389,1,2011-08-12T01:50:02Z
1389,1094,1,2011-08-12T01:50:29Z
135,1317,1,2011-08-12T02:00:52Z
1094,207,1,2011-08-12T02:20:26Z
207,1094,1,2011-08-12T03:25:52Z
635,1317,1,2011-08-12T03:39:57Z
1317,635,1,2011-08-12T03:44:09Z
1401,1418,1,2011-08-12T05:13:01Z
1418,1401,1,2011-08-12T05:14:31Z
1267,1419,1,2011-08-12T06:11:40Z
1419,1267,1,2011-08-12T06:15:16Z
1162,1286,1,2011-08-12T17:36:41Z
729,780,5,2011-08-12T22:46:18Z
780,729,5,2011-08-12T22:55:12Z
1368,80,3,2011-08-13T01:18:00Z
80,1368,3,2011-08-13T01:24:10Z
522,7,1,2011-08-13T05:01:45Z
7,522,2,2011-08-13T05:08:30Z
861,149,1,2011-08-13T14:36:39Z
1217,1420,5,2011-08-13T18:10:54Z
1366,1317,1,2011-08-13T18:26:18Z
1217,546,1,2011-08-13T18:27:58Z
546,1217,1,2011-08-13T18:28:06Z
1366,1222,2,2011-08-13T18:29:52Z
1420,1217,5,2011-08-13T19:06:19Z
882,904,3,2011-08-13T21:36:55Z
904,882,3,2011-08-13T21:37:30Z
664,1376,2,2011-08-13T21:45:40Z
1421,545,1,2011-08-13T23:16:05Z
468,428,2,2011-08-14T01:44:35Z
1415,468,2,2011-08-14T01:45:14Z
468,1415,2,2011-08-14T01:58:06Z
1376,664,2,2011-08-14T01:59:19Z
417,1422,2,2011-08-14T04:48:41Z
468,1423,2,2011-08-14T12:20:17Z
1423,468,2,2011-08-14T12:23:33Z
468,1352,2,2011-08-14T14:08:20Z
1352,468,2,2011-08-14T14:09:11Z
468,1207,2,2011-08-14T14:33:48Z
468,1222,3,2011-08-14T14:49:16Z
1222,468,3,2011-08-14T15:01:12Z
149,1267,2,2011-08-14T17:24:14Z
1286,1162,1,2011-08-14T18:09:35Z
1422,417,2,2011-08-14T19:51:12Z
1422,209,2,2011-08-14T19:51:27Z
1422,280,2,2011-08-14T19:52:16Z
905,1366,1,2011-08-14T20:14:35Z
41,1422,1,2011-08-14T21:17:59Z
1422,41,1,2011-08-14T21:19:47Z
1207,468,1,2011-08-14T22:46:33Z
468,470,1,2011-08-14T23:29:18Z
470,468,1,2011-08-14T23:29:42Z
937,1275,1,2011-08-15T03:40:12Z
937,1424,1,2011-08-15T03:55:45Z
1424,937,1,2011-08-15T04:02:32Z
1275,937,1,2011-08-15T04:36:27Z
7,235,5,2011-08-15T06:41:45Z
468,13,1,2011-08-15T06:58:06Z
13,468,1,2011-08-15T06:59:20Z
1034,1348,2,2011-08-15T07:01:20Z
1400,41,1,2011-08-15T07:12:56Z
41,1400,1,2011-08-15T07:13:00Z
516,468,1,2011-08-15T07:44:49Z
468,516,3,2011-08-15T07:45:47Z
516,13,1,2011-08-15T08:32:13Z
13,516,1,2011-08-15T08:32:14Z
1217,1034,2,2011-08-15T10:59:22Z
1034,1217,2,2011-08-15T11:00:50Z
1217,1413,2,2011-08-15T14:15:46Z
1413,1217,2,2011-08-15T14:16:33Z
1383,149,1,2011-08-15T15:04:04Z
1348,1034,2,2011-08-15T15:56:20Z
1034,832,-10,2011-08-15T18:59:56Z
1162,1034,1,2011-08-15T19:06:33Z
1034,1162,1,2011-08-15T19:06:56Z
1384,635,10,2011-08-15T21:55:52Z
1366,905,4,2011-08-16T00:12:58Z
35,729,1,2011-08-16T10:19:56Z
729,35,1,2011-08-16T10:20:12Z
468,729,5,2011-08-16T12:17:10Z
729,468,5,2011-08-16T12:18:35Z
775,1425,3,2011-08-16T16:58:16Z
1366,1426,1,2011-08-16T18:37:17Z
1425,775,2,2011-08-16T18:43:55Z
1426,1366,1,2011-08-16T18:44:52Z
1426,35,1,2011-08-16T18:58:17Z
546,207,1,2011-08-16T19:53:17Z
207,546,1,2011-08-16T20:34:25Z
1312,1426,1,2011-08-16T22:28:45Z
1426,1312,1,2011-08-16T22:37:22Z
149,468,3,2011-08-16T23:47:54Z
468,149,5,2011-08-16T23:49:01Z
1062,1427,1,2011-08-16T23:58:59Z
1062,1410,1,2011-08-16T23:59:53Z
522,1376,3,2011-08-17T00:55:42Z
1376,1,1,2011-08-17T01:37:05Z
468,705,2,2011-08-17T05:13:47Z
705,468,2,2011-08-17T05:18:48Z
7,1428,1,2011-08-17T11:08:08Z
1427,1062,1,2011-08-17T12:42:34Z
468,113,7,2011-08-17T14:34:47Z
113,468,7,2011-08-17T15:34:12Z
149,78,1,2011-08-17T19:54:43Z
1396,705,1,2011-08-18T00:51:51Z
705,1396,1,2011-08-18T00:55:46Z
468,1429,1,2011-08-18T02:36:28Z
1429,468,1,2011-08-18T02:50:30Z
468,592,2,2011-08-18T04:39:43Z
592,468,2,2011-08-18T04:40:59Z
635,468,1,2011-08-18T08:23:45Z
468,635,1,2011-08-18T08:24:48Z
468,545,1,2011-08-18T13:41:06Z
921,1396,4,2011-08-18T15:12:36Z
1396,921,4,2011-08-18T15:13:21Z
468,1430,2,2011-08-18T17:43:17Z
1430,468,3,2011-08-18T17:44:41Z
1217,465,1,2011-08-18T19:22:24Z
465,1217,1,2011-08-18T19:23:16Z
1317,1431,1,2011-08-18T20:20:15Z
35,1432,1,2011-08-18T22:42:54Z
1432,35,1,2011-08-18T22:44:25Z
1432,1433,1,2011-08-18T22:44:40Z
1379,1207,1,2011-08-19T07:12:02Z
35,1434,1,2011-08-19T07:42:41Z
1434,35,1,2011-08-19T07:50:39Z
468,1034,4,2011-08-19T12:03:10Z
1034,468,4,2011-08-19T12:04:07Z
1433,1432,1,2011-08-19T15:39:11Z
1201,113,2,2011-08-19T16:28:54Z
113,1201,2,2011-08-19T16:28:59Z
1431,1317,1,2011-08-19T18:03:44Z
35,1426,1,2011-08-19T19:43:17Z
1207,1379,1,2011-08-20T04:41:19Z
1034,7,1,2011-08-21T04:18:18Z
7,1034,2,2011-08-21T04:18:28Z
948,1435,2,2011-08-21T15:34:24Z
1435,948,2,2011-08-21T16:47:44Z
439,3,1,2011-08-21T16:47:58Z
439,62,1,2011-08-21T16:48:17Z
1376,905,1,2011-08-21T22:06:06Z
1376,781,-5,2011-08-21T22:07:25Z
1028,1322,1,2011-08-22T01:14:56Z
1322,1028,1,2011-08-22T01:23:28Z
905,1401,1,2011-08-22T03:21:46Z
1401,905,1,2011-08-22T03:23:08Z
725,1383,1,2011-08-22T05:09:37Z
1383,725,1,2011-08-22T05:10:13Z
417,905,1,2011-08-22T05:13:22Z
35,1338,1,2011-08-22T09:37:06Z
1338,35,1,2011-08-22T09:37:32Z
1185,801,10,2011-08-22T11:42:17Z
1338,209,1,2011-08-22T15:18:30Z
1383,961,1,2011-08-22T16:47:28Z
961,1383,1,2011-08-22T18:41:52Z
41,1436,1,2011-08-22T20:10:51Z
1317,1368,1,2011-08-22T20:12:51Z
1436,41,1,2011-08-22T20:13:56Z
1383,465,2,2011-08-22T20:36:48Z
465,1383,1,2011-08-22T20:37:05Z
1368,1317,3,2011-08-22T22:27:52Z
905,209,2,2011-08-22T23:41:37Z
209,905,2,2011-08-22T23:41:54Z
387,209,1,2011-08-22T23:50:24Z
209,387,1,2011-08-22T23:50:37Z
935,7,10,2011-08-23T00:40:14Z
1401,1358,1,2011-08-23T00:53:05Z
7,935,4,2011-08-23T01:30:46Z
1436,621,1,2011-08-23T03:15:37Z
621,1436,1,2011-08-23T03:17:00Z
88,101,9,2011-08-23T04:01:23Z
1322,452,1,2011-08-23T04:50:03Z
452,1322,1,2011-08-23T04:50:43Z
1436,468,2,2011-08-23T04:53:57Z
468,1436,2,2011-08-23T04:54:22Z
882,729,3,2011-08-24T00:00:20Z
417,1005,2,2011-08-24T00:07:48Z
729,882,3,2011-08-24T00:08:04Z
905,1439,3,2011-08-24T00:18:14Z
280,1436,1,2011-08-24T00:29:50Z
801,1185,8,2011-08-24T01:29:12Z
495,1322,1,2011-08-24T03:21:15Z
1322,495,1,2011-08-24T03:24:15Z
775,35,5,2011-08-24T09:55:05Z
35,1440,1,2011-08-24T12:19:02Z
1441,35,1,2011-08-24T12:36:15Z
35,1356,1,2011-08-24T14:58:49Z
963,1348,2,2011-08-24T17:29:33Z
1348,963,2,2011-08-24T17:30:11Z
1319,41,1,2011-08-24T19:15:09Z
41,1319,1,2011-08-24T19:15:36Z
1319,1396,2,2011-08-24T19:43:25Z
1396,1319,2,2011-08-24T19:47:11Z
1162,540,1,2011-08-24T20:04:03Z
41,729,1,2011-08-24T23:51:13Z
1376,522,4,2011-08-25T01:55:44Z
209,1375,2,2011-08-25T16:21:14Z
149,1396,2,2011-08-25T17:01:58Z
1396,149,2,2011-08-25T17:19:34Z
36,1442,1,2011-08-25T18:46:14Z
1442,36,1,2011-08-25T18:51:33Z
1375,209,2,2011-08-25T19:40:15Z
1115,1348,1,2011-08-25T20:38:27Z
1348,1115,1,2011-08-25T20:38:35Z
270,1183,3,2011-08-25T23:21:46Z
1370,1317,1,2011-08-26T03:08:46Z
1439,1438,1,2011-08-26T04:15:40Z
1438,1439,1,2011-08-26T04:18:57Z
775,1203,1,2011-08-26T09:16:54Z
1203,775,1,2011-08-26T13:14:02Z
1356,35,1,2011-08-26T14:34:16Z
729,41,1,2011-08-26T17:40:56Z
